날짜,지역,미세먼지,초미세먼지,오존,이산화질소,일산화탄소,아황산가스
2011-02-19,용산구,93,,0.013,0.059,1.1,0.008
2011-02-19,성동구,92,,0.014,0.052,0.9,0.006
2011-02-19,광진구,88,,0.011,0.057,1.3,0.007
2011-02-19,동대문구,88,,0.012,0.059,1.5,0.008
2011-02-19,중랑구,85,,0.01,0.044,1.1,0.008
2011-02-19,성북구,67,,0.011,0.054,1.2,0.007
2011-02-19,강북구,70,,0.014,0.056,0.9,0.007
2011-02-19,도봉구,72,,0.016,0.041,0.9,0.007
2011-02-19,노원구,63,,0.013,0.055,0.8,0.011
2011-02-19,은평구,81,,0.012,0.051,0.9,0.008
2011-02-19,서대문구,92,,0.017,0.043,0.7,0.008
2011-02-19,마포구,98,,0.008,0.048,1,0.008
2011-02-19,양천구,78,,0.011,0.059,0.9,0.008
2011-02-19,강서구,94,,0.013,0.06,0.9,0.011
2011-02-19,구로구,94,,0.009,0.056,1,0.012
2011-02-19,금천구,75,,0.009,0.061,1,0.012
2011-02-19,동작구,81,,0.01,0.058,0.8,0.01
2011-02-19,관악구,102,,0.009,0.06,1.1,0.01
2011-02-19,서초구,93,,0.008,0.056,0.9,0.009
2011-02-19,강남구,95,,0.005,0.07,0.8,0.01
2011-02-19,송파구,86,,0.008,0.057,1.2,0.008
2011-02-19,강동구,81,,0.009,0.052,1.2,0.009
2011-02-18,종로구,74,,0.008,0.045,0.7,0.01
2011-02-18,중구,88,,0.008,0.057,1,0.009
2011-02-18,용산구,93,,0.002,0.058,1,0.007
2011-02-18,성동구,91,,0.013,0.047,0.8,0.006
2011-02-18,광진구,88,,0.009,0.053,1.1,0.007
2011-02-18,동대문구,93,,0.009,0.057,1.5,0.008
2011-02-18,중랑구,91,,0.012,0.038,1,0.008
2011-02-18,성북구,73,,0.009,0.054,1.1,0.006
2011-02-18,강북구,76,,0.013,0.057,0.9,0.008
2011-02-18,도봉구,81,,0.017,0.037,0.9,0.008
2011-02-18,노원구,69,,0.017,0.05,0.8,0.011
2011-02-18,은평구,89,,0.011,0.05,1,0.008
2011-02-18,서대문구,97,,0.012,0.047,0.7,0.007
2011-02-18,마포구,101,,0.006,0.05,1.1,0.008
2011-02-18,양천구,83,,0.009,0.06,0.9,0.007
2011-02-18,강서구,99,,0.011,0.061,0.9,0.01
2011-02-18,구로구,100,,0.008,0.057,1.1,0.009
2011-02-18,금천구,81,,0.007,0.064,1,0.011
2011-02-18,영등포구,102,,0.008,0.06,1.1,0.009
2011-02-18,동작구,89,,0.008,0.06,0.9,0.008
2011-02-18,관악구,104,,0.008,0.059,1.1,0.007
2011-02-18,서초구,98,,0.006,0.056,1,0.007
2011-02-18,강남구,99,,0.005,0.067,0.8,0.008
2011-02-18,송파구,91,,0.008,0.053,1.2,0.008
2011-02-18,강동구,83,,0.008,0.048,1.1,0.009
2011-02-17,종로구,66,,0.012,0.037,0.6,0.008
2011-02-17,중구,69,,0.013,0.045,0.8,0.007
2011-02-17,용산구,75,,0.009,0.051,0.9,0.006
2011-02-17,성동구,73,,0.014,0.042,0.6,0.004
2011-02-17,광진구,71,,0.01,0.048,1,0.005
2011-02-17,동대문구,73,,0.012,0.047,1.3,0.006
2011-02-17,중랑구,72,,0.011,0.037,1,0.007
2011-02-17,성북구,59,,0.015,0.045,0.9,0.004
2011-02-17,강북구,68,,0.017,0.045,0.7,0.007
2011-02-17,도봉구,65,,0.021,0.029,0.7,0.006
2011-02-17,노원구,59,,0.023,0.035,0.6,0.007
2011-02-17,은평구,73,,0.015,0.04,0.8,0.007
2011-02-17,서대문구,82,,0.016,0.038,0.6,0.005
2011-02-17,마포구,78,,0.008,0.041,0.8,0.005
2011-02-17,양천구,60,,0.013,0.045,0.6,0.005
2011-02-17,강서구,69,,0.015,0.045,0.6,0.008
2011-02-17,구로구,73,,0.013,0.045,0.8,0.006
2011-02-17,금천구,64,,0.011,0.052,0.8,0.009
2011-02-17,영등포구,71,,0.011,0.053,0.9,0.006
2011-02-17,동작구,73,,0.012,0.051,0.7,0.006
2011-02-17,관악구,76,,0.012,0.047,0.9,0.005
2011-02-17,서초구,74,,0.009,0.046,0.7,0.005
2011-02-17,강남구,76,,0.005,0.06,0.6,0.007
2011-02-17,송파구,68,,0.008,0.047,0.9,0.006
2011-02-17,강동구,65,,0.007,0.043,0.9,0.008
2011-02-16,종로구,63,,0.007,0.047,0.8,0.008
2011-02-16,중구,58,,0.006,0.045,1,0.006
2011-02-16,용산구,68,,0.005,0.058,1,0.007
2011-02-16,성동구,68,,0.01,0.049,0.7,0.005
2011-02-16,광진구,65,,0.007,0.053,1,0.005
2011-02-16,동대문구,67,,0.007,0.058,1.1,0.006
2011-02-16,중랑구,67,,0.008,0.043,1.1,0.008
2011-02-16,성북구,54,,0.007,0.057,1.1,0.003
2011-02-16,강북구,60,,0.009,0.059,0.9,0.006
2011-02-16,도봉구,60,,0.008,0.048,1,0.006
2011-02-16,노원구,50,,0.01,0.054,0.9,0.005
2011-02-16,은평구,63,,0.01,0.051,0.9,0.006
2011-02-16,서대문구,72,,0.01,0.049,0.8,0.005
2011-02-16,마포구,66,,0.006,0.049,0.9,0.005
2011-02-16,양천구,63,,0.005,0.061,0.9,0.008
2011-02-16,강서구,69,,0.004,0.071,0.9,0.008
2011-02-16,구로구,69,,0.004,0.06,1,0.005
2011-02-16,금천구,62,,0.004,0.068,0.9,0.009
2011-02-16,영등포구,66,,0.006,0.064,1,0.006
2011-02-16,동작구,69,,0.004,0.068,0.9,0.006
2011-02-16,관악구,70,,0.004,0.063,1,0.005
2011-02-16,서초구,69,,0.003,0.06,0.9,0.006
2011-02-16,강남구,74,,0.003,0.072,0.7,0.007
2011-02-16,송파구,71,,0.005,0.056,1.2,0.007
2011-02-16,강동구,62,,0.006,0.047,1,0.008
2011-02-15,종로구,64,,0.01,0.041,0.7,0.009
2011-02-15,중구,68,,0.009,0.032,0.9,0.007
2011-02-15,용산구,78,,0.005,0.058,1,0.005
2011-02-15,성동구,79,,0.011,0.048,0.7,0.005
2011-02-15,광진구,75,,0.008,0.052,1,0.006
2011-02-15,동대문구,71,,0.011,0.051,0.9,0.006
2011-02-15,중랑구,76,,0.01,0.04,1.1,0.008
2011-02-15,성북구,59,,0.011,0.048,0.9,0.006
2011-02-15,강북구,64,,0.012,0.052,0.8,0.006
2011-02-15,도봉구,66,,0.015,0.037,0.9,0.006
2011-02-15,노원구,59,,0.012,0.05,0.9,0.005
2011-02-15,은평구,63,,0.011,0.045,0.9,0.006
2011-02-15,서대문구,78,,0.012,0.045,0.7,0.005
2011-02-15,마포구,84,,0.004,0.051,1,0.006
2011-02-15,양천구,72,,0.007,0.054,0.9,0.011
2011-02-15,강서구,84,,0.01,0.059,0.8,0.009
2011-02-15,구로구,84,,0.008,0.053,0.9,0.006
2011-02-15,금천구,65,,0.009,0.058,0.9,0.009
2011-02-15,영등포구,86,,0.007,0.07,1.1,0.007
2011-02-15,동작구,69,,0.011,0.057,0.8,0.006
2011-02-15,관악구,87,,0.009,0.057,1.1,0.006
2011-02-15,서초구,82,,0.006,0.055,0.9,0.006
2011-02-15,강남구,80,,0.004,0.066,0.7,0.007
2011-02-15,송파구,78,,0.006,0.052,1.1,0.008
2011-02-15,강동구,68,,0.006,0.044,0.9,0.007
2011-02-14,종로구,52,,0.006,0.038,0.6,0.007
2011-02-14,중구,58,,0.006,0.03,0.9,0.006
2011-02-14,용산구,64,,0.003,0.052,0.9,0.004
2011-02-14,성동구,59,,0.008,0.044,0.6,0.005
2011-02-14,광진구,57,,0.005,0.047,0.9,0.005
2011-02-14,동대문구,59,,0.007,0.047,0.7,0.005
2011-02-14,중랑구,67,,0.006,0.038,0.9,0.007
2011-02-14,성북구,46,,0.006,0.046,0.8,0.005
2011-02-14,강북구,52,,0.009,0.046,0.7,0.005
2011-02-14,도봉구,52,,0.011,0.032,0.7,0.005
2011-02-14,노원구,47,,0.007,0.048,0.8,0.005
2011-02-14,은평구,57,,0.008,0.043,0.9,0.006
2011-02-14,서대문구,67,,0.008,0.042,0.7,0.004
2011-02-14,마포구,67,,0.004,0.043,0.9,0.005
2011-02-14,양천구,51,,0.006,0.045,0.7,0.009
2011-02-14,강서구,59,,0.006,0.053,0.6,0.008
2011-02-14,구로구,58,,0.004,0.051,0.9,0.006
2011-02-14,금천구,49,,0.003,0.058,0.8,0.009
2011-02-14,영등포구,57,,0.005,0.056,0.9,0.006
2011-02-14,동작구,54,,0.003,0.059,0.8,0.006
2011-02-14,관악구,57,,0.005,0.05,0.8,0.005
2011-02-14,서초구,60,,0.003,0.05,0.7,0.005
2011-02-14,강남구,63,,0.002,0.063,0.7,0.006
2011-02-14,송파구,53,,0.004,0.047,0.9,0.006
2011-02-14,강동구,49,,0.005,0.039,0.8,0.006
2011-02-13,종로구,44,,0.012,0.029,0.4,0.007
2011-02-13,중구,50,,0.01,0.024,0.6,0.006
2011-02-13,용산구,54,,0.009,0.04,0.7,0.005
2011-02-13,성동구,56,,0.013,0.033,0.5,0.004
2011-02-13,광진구,58,,0.011,0.038,0.7,0.005
2011-02-13,동대문구,54,,0.013,0.035,0.4,0.004
2011-02-13,중랑구,63,,0.016,0.02,0.5,0.005
2011-02-13,성북구,46,,0.013,0.035,0.7,0.004
2011-02-13,강북구,47,,0.014,0.04,0.6,0.005
2011-02-13,도봉구,54,,0.016,0.026,0.6,0.004
2011-02-13,노원구,42,,0.016,0.037,0.7,0.005
2011-02-13,은평구,50,,0.013,0.034,0.7,0.006
2011-02-13,서대문구,52,,0.012,0.035,0.6,0.005
2011-02-13,마포구,53,,0.007,0.035,0.7,0.006
2011-02-13,양천구,37,,0.011,0.036,0.6,0.009
2011-02-13,강서구,45,,0.013,0.04,0.5,0.007
2011-02-13,구로구,45,,0.01,0.037,0.6,0.005
2011-02-13,금천구,36,,0.008,0.042,0.6,0.007
2011-02-13,영등포구,47,,0.011,0.041,0.8,0.005
2011-02-13,동작구,44,,0.009,0.044,0.6,0.005
2011-02-13,관악구,51,,0.01,0.04,0.7,0.005
2011-02-13,서초구,53,,0.009,0.036,0.6,0.005
2011-02-13,강남구,57,,0.005,0.05,0.5,0.006
2011-02-13,송파구,55,,0.008,0.035,0.7,0.006
2011-02-13,강동구,53,,0.011,0.031,0.7,0.006
2011-02-12,종로구,40,,0.022,0.019,0.3,0.007
2011-02-12,중구,46,,0.023,0.014,0.5,0.005
2011-02-12,용산구,54,,0.02,0.026,0.5,0.005
2011-02-12,성동구,53,,0.025,0.021,0.4,0.004
2011-02-12,광진구,50,,0.022,0.027,0.6,0.005
2011-02-12,동대문구,49,,0.023,0.021,0.2,0.004
2011-02-12,중랑구,51,,0.019,0.021,0.5,0.006
2011-02-12,성북구,40,,0.023,0.021,0.5,0.003
2011-02-12,강북구,37,,0.028,0.022,0.4,0.004
2011-02-12,도봉구,45,,0.03,0.009,0.5,0.005
2011-02-12,노원구,35,,0.03,0.019,0.5,0.004
2011-02-12,은평구,52,,0.021,0.023,0.6,0.007
2011-02-12,서대문구,56,,0.026,0.021,0.5,0.004
2011-02-12,마포구,55,,0.015,0.022,0.6,0.005
2011-02-12,양천구,38,,0.021,0.024,0.5,0.008
2011-02-12,강서구,49,,0.023,0.025,0.4,0.007
2011-02-12,구로구,47,,0.022,0.023,0.5,0.004
2011-02-12,금천구,36,,0.021,0.027,0.4,0.006
2011-02-12,영등포구,50,,0.024,0.025,0.6,0.005
2011-02-12,동작구,41,,0.023,0.027,0.4,0.004
2011-02-12,관악구,50,,0.022,0.024,0.5,0.004
2011-02-12,서초구,50,,0.018,0.024,0.5,0.005
2011-02-12,강남구,53,,0.012,0.034,0.4,0.005
2011-02-12,송파구,49,,0.019,0.021,0.5,0.006
2011-02-12,강동구,45,,0.021,0.022,0.5,0.006
2011-02-11,종로구,52,,0.016,0.031,0.6,0.007
2011-02-11,중구,63,,0.015,0.023,0.7,0.006
2011-02-11,용산구,71,,0.013,0.04,0.8,0.006
2011-02-11,성동구,69,,0.017,0.031,0.6,0.005
2011-02-11,광진구,67,,0.016,0.039,0.8,0.005
2011-02-11,동대문구,67,,0.017,0.036,0.4,0.005
2011-02-11,중랑구,69,,0.017,0.026,0.6,0.006
2011-02-11,성북구,55,,0.019,0.032,0.8,0.005
2011-02-11,강북구,56,,0.02,0.037,0.6,0.007
2011-02-11,도봉구,65,,0.023,0.022,0.7,0.006
2011-02-11,노원구,50,,0.025,0.031,0.7,0.006
2011-02-11,은평구,58,,0.018,0.031,0.7,0.005
2011-02-11,서대문구,72,,0.019,0.032,0.6,0.005
2011-02-11,마포구,75,,0.011,0.032,0.7,0.005
2011-02-11,양천구,49,,0.015,0.033,0.6,0.009
2011-02-11,강서구,63,,0.019,0.033,0.5,0.007
2011-02-11,구로구,64,,0.015,0.035,0.6,0.004
2011-02-11,금천구,47,,0.013,0.042,0.6,0.008
2011-02-11,영등포구,67,,0.016,0.037,0.7,0.005
2011-02-11,동작구,57,,0.015,0.043,0.7,0.005
2011-02-11,관악구,67,,0.015,0.037,0.7,0.005
2011-02-11,서초구,71,,0.012,0.036,0.6,0.005
2011-02-11,강남구,72,,0.008,0.052,0.6,0.006
2011-02-11,송파구,68,,0.013,0.037,0.9,0.007
2011-02-11,강동구,59,,0.014,0.032,0.7,0.007
2011-02-10,종로구,45,,0.012,0.032,0.5,0.006
2011-02-10,중구,53,,0.009,0.026,0.6,0.005
2011-02-10,용산구,61,,0.007,0.046,0.7,0.006
2011-02-10,성동구,56,,0.007,0.037,0.5,0.005
2011-02-10,광진구,57,,0.009,0.04,0.7,0.005
2011-02-10,동대문구,56,,0.011,0.042,0.3,0.005
2011-02-10,중랑구,58,,0.011,0.03,0.5,0.006
2011-02-10,성북구,43,,0.012,0.038,0.7,0.002
2011-02-10,강북구,46,,0.015,0.041,0.6,0.005
2011-02-10,도봉구,52,,0.019,0.024,0.6,0.005
2011-02-10,노원구,41,,0.018,0.035,0.6,0.005
2011-02-10,은평구,55,,0.013,0.036,0.7,0.006
2011-02-10,서대문구,62,,0.013,0.035,0.5,0.004
2011-02-10,마포구,63,,0.006,0.039,0.7,0.005
2011-02-10,양천구,49,,0.01,0.039,0.6,0.009
2011-02-10,강서구,62,,0.012,0.044,0.5,0.007
2011-02-10,구로구,60,,0.01,0.041,0.7,0.004
2011-02-10,금천구,46,,0.008,0.047,0.6,0.008
2011-02-10,영등포구,60,,0.01,0.043,0.7,0.005
2011-02-10,동작구,50,,0.007,0.05,0.6,0.005
2011-02-10,관악구,62,,0.008,0.045,0.7,0.004
2011-02-10,서초구,61,,0.006,0.042,0.6,0.005
2011-02-10,강남구,65,,0.004,0.057,0.5,0.005
2011-02-10,송파구,56,,0.009,0.037,0.7,0.006
2011-02-10,강동구,51,,0.01,0.034,0.7,0.006
2011-02-09,종로구,46,,0.022,0.018,0.4,0.007
2011-02-09,중구,47,,0.022,0.014,0.4,0.006
2011-02-09,용산구,56,,0.02,0.028,0.6,0.006
2011-02-09,성동구,56,,0.017,0.019,0.4,0.005
2011-02-09,광진구,54,,0.022,0.028,0.6,0.005
2011-02-09,동대문구,52,,0.023,0.022,0.9,0.007
2011-02-09,중랑구,53,,0.022,0.02,0.5,0.007
2011-02-09,성북구,40,,0.027,0.017,0.6,0.004
2011-02-09,강북구,42,,0.028,0.024,0.5,0.006
2011-02-09,도봉구,48,,0.032,0.008,0.5,0.005
2011-02-09,노원구,38,,0.032,0.019,0.5,0.005
2011-02-09,은평구,51,,0.022,0.024,0.6,0.006
2011-02-09,서대문구,59,,0.026,0.021,0.5,0.004
2011-02-09,마포구,56,,0.014,0.023,0.6,0.005
2011-02-09,양천구,42,,0.02,0.025,0.5,0.008
2011-02-09,강서구,48,,0.026,0.026,0.4,0.007
2011-02-09,구로구,47,,0.023,0.023,0.5,0.004
2011-02-09,금천구,38,,0.021,0.027,0.5,0.007
2011-02-09,영등포구,51,,0.022,0.028,0.7,0.005
2011-02-09,동작구,47,,0.024,0.026,0.4,0.005
2011-02-09,관악구,51,,0.022,0.024,0.5,0.005
2011-02-09,서초구,53,,0.018,0.023,0.5,0.005
2011-02-09,강남구,56,,0.012,0.036,0.4,0.006
2011-02-09,송파구,52,,0.018,0.023,0.6,0.006
2011-02-09,강동구,50,,0.021,0.022,0.6,0.007
2011-02-08,종로구,66,,0.012,0.038,0.8,0.01
2011-02-08,중구,66,,0.012,0.029,0.9,0.008
2011-02-08,용산구,75,,0.008,0.052,1,0.008
2011-02-08,성동구,82,,0.006,0.038,0.8,0.006
2011-02-08,광진구,80,,0.013,0.043,1,0.006
2011-02-08,동대문구,72,,0.011,0.049,1.6,0.011
2011-02-08,중랑구,73,,0.013,0.032,0.7,0.008
2011-02-08,성북구,54,,0.014,0.041,1.1,0.006
2011-02-08,강북구,63,,0.014,0.047,0.8,0.01
2011-02-08,도봉구,60,,0.018,0.031,0.9,0.008
2011-02-08,노원구,59,,0.015,0.046,0.9,0.008
2011-02-08,은평구,65,,0.014,0.043,0.8,0.007
2011-02-08,서대문구,75,,0.015,0.04,0.7,0.006
2011-02-08,마포구,76,,0.007,0.046,1.1,0.007
2011-02-08,양천구,65,,0.009,0.049,1,0.011
2011-02-08,강서구,71,,0.012,0.054,0.9,0.01
2011-02-08,구로구,75,,0.01,0.051,1,0.005
2011-02-08,금천구,68,,0.009,0.06,1,0.01
2011-02-08,영등포구,72,,0.009,0.052,1,0.007
2011-02-08,동작구,83,,0.01,0.057,1,0.007
2011-02-08,관악구,81,,0.01,0.051,1.1,0.006
2011-02-08,서초구,83,,0.008,0.048,0.9,0.006
2011-02-08,강남구,90,,0.005,0.058,0.7,0.007
2011-02-08,송파구,84,,0.009,0.041,1.1,0.007
2011-02-08,강동구,76,,0.011,0.033,0.9,0.008
2011-02-07,종로구,109,,0.003,0.05,1.2,0.01
2011-02-07,중구,123,,0.004,0.036,1.4,0.008
2011-02-07,용산구,133,,0.003,0.058,1.4,0.007
2011-02-07,성동구,134,,0,0.049,1.2,0.007
2011-02-07,광진구,138,,0.005,0.055,1.6,0.007
2011-02-07,동대문구,132,,0.003,0.064,2,0.009
2011-02-07,중랑구,132,,0.006,0.042,1.2,0.008
2011-02-07,성북구,104,,0.004,0.06,1.7,0.005
2011-02-07,강북구,97,,0.004,0.059,1.4,0.007
2011-02-07,도봉구,113,,0.007,0.047,1.3,0.007
2011-02-07,노원구,93,,0.006,0.057,1.4,0.007
2011-02-07,은평구,119,,0.005,0.052,1.3,0.007
2011-02-07,서대문구,135,,0.006,0.052,0.8,0.006
2011-02-07,마포구,136,,0.003,0.05,1.4,0.007
2011-02-07,양천구,108,,0.004,0.058,1.4,0.01
2011-02-07,강서구,118,,0.012,0.066,1.3,0.009
2011-02-07,구로구,130,,0.003,0.059,1.5,0.007
2011-02-07,금천구,109,,0.004,0.067,1.4,0.01
2011-02-07,영등포구,128,,0.003,0.06,1.4,0.007
2011-02-07,동작구,123,,0.003,0.065,1.3,0.008
2011-02-07,관악구,138,,0.003,0.061,1.5,0.006
2011-02-07,서초구,141,,0.003,0.054,1.3,0.006
2011-02-07,강남구,142,,0.002,0.069,1.1,0.008
2011-02-07,송파구,137,,0.004,0.055,1.8,0.008
2011-02-07,강동구,127,,0.004,0.045,1.5,0.009
2011-02-06,종로구,128,,0.003,0.052,1.3,0.011
2011-02-06,중구,145,,0.003,0.039,1.7,0.009
2011-02-06,용산구,152,,0.001,0.063,1.7,0.008
2011-02-06,성동구,148,,0.001,0.051,1.4,0.007
2011-02-06,광진구,147,,0.004,0.055,1.7,0.007
2011-02-06,동대문구,163,,0.002,0.07,2.1,0.01
2011-02-06,중랑구,165,,0.002,0.05,1.6,0.009
2011-02-06,성북구,139,,0.003,0.07,2.1,0.006
2011-02-06,강북구,124,,0.002,0.065,1.7,0.008
2011-02-06,도봉구,151,,0.005,0.056,1.6,0.007
2011-02-06,노원구,120,,0.002,0.066,1.6,0.009
2011-02-06,은평구,136,,0.003,0.06,1.5,0.01
2011-02-06,서대문구,157,,0.003,0.057,1,0.008
2011-02-06,마포구,165,,0.002,0.058,1.8,0.008
2011-02-06,양천구,139,,0.001,0.067,1.7,0.014
2011-02-06,강서구,162,,0.019,0.077,1.8,0.011
2011-02-06,구로구,146,,0.002,0.062,1.6,0.009
2011-02-06,금천구,119,,0.002,0.067,1.4,0.012
2011-02-06,영등포구,155,,0.002,0.068,1.6,0.008
2011-02-06,동작구,146,,0.001,0.067,1.5,0.01
2011-02-06,관악구,157,,0.002,0.065,1.7,0.009
2011-02-06,서초구,157,,0.002,0.057,1.6,0.008
2011-02-06,강남구,156,,0.002,0.071,1.2,0.009
2011-02-06,송파구,143,,0.003,0.053,1.8,0.008
2011-02-06,강동구,136,,0.002,0.045,1.5,0.009
2011-02-05,종로구,132,,0.01,0.041,0.9,0.013
2011-02-05,중구,142,,0.01,0.031,1.1,0.011
2011-02-05,용산구,151,,0.009,0.053,1.2,0.011
2011-02-05,성동구,151,,0.005,0.043,1,0.009
2011-02-05,광진구,152,,0.011,0.05,1.4,0.009
2011-02-05,동대문구,155,,0.01,0.051,1.7,0.013
2011-02-05,중랑구,159,,0.008,0.044,1.1,0.011
2011-02-05,성북구,133,,0.009,0.053,1.4,0.009
2011-02-05,강북구,121,,0.007,0.056,1.2,0.009
2011-02-05,도봉구,151,,0.01,0.046,1.3,0.009
2011-02-05,노원구,114,,0.007,0.061,1.3,0.009
2011-02-05,은평구,154,,0.01,0.049,1.2,0.01
2011-02-05,서대문구,161,,0.011,0.044,0.8,0.01
2011-02-05,마포구,160,,0.009,0.04,1.2,0.011
2011-02-05,양천구,131,,0.014,0.045,1.1,0.015
2011-02-05,강서구,146,,0.02,0.054,1,0.015
2011-02-05,구로구,150,,0.015,0.04,1.1,0.011
2011-02-05,금천구,123,,0.014,0.046,1,0.012
2011-02-05,영등포구,150,,0.014,0.046,1.2,0.012
2011-02-05,동작구,138,,0.016,0.045,1,0.01
2011-02-05,관악구,157,,0.014,0.044,1.2,0.01
2011-02-05,서초구,152,,0.011,0.043,1,0.011
2011-02-05,강남구,157,,0.007,0.055,0.8,0.011
2011-02-05,송파구,140,,0.012,0.044,1.2,0.01
2011-02-05,강동구,141,,0.009,0.042,1.3,0.012
2011-02-04,종로구,144,,0.013,0.038,1,0.014
2011-02-04,중구,147,,0.014,0.03,1.2,0.011
2011-02-04,용산구,156,,0.013,0.049,1.2,0.011
2011-02-04,성동구,152,,0.01,0.038,1,0.01
2011-02-04,광진구,152,,0.017,0.041,1.3,0.009
2011-02-04,동대문구,162,,0.016,0.046,1.8,0.013
2011-02-04,중랑구,164,,0.013,0.039,1.1,0.013
2011-02-04,성북구,138,,0.012,0.053,1.4,0.009
2011-02-04,강북구,125,,0.015,0.047,1.2,0.011
2011-02-04,도봉구,146,,0.018,0.043,1.3,0.01
2011-02-04,노원구,117,,0.013,0.056,1.3,0.011
2011-02-04,은평구,153,,0.014,0.048,1.2,0.011
2011-02-04,서대문구,176,,0.016,0.042,0.8,0.01
2011-02-04,마포구,169,,0.012,0.041,1.3,0.012
2011-02-04,양천구,142,,0.015,0.05,1.3,0.015
2011-02-04,강서구,153,,0.024,0.056,1.1,0.016
2011-02-04,구로구,153,,0.015,0.046,1.2,0.011
2011-02-04,금천구,129,,0.013,0.052,1.2,0.014
2011-02-04,영등포구,155,,0.017,0.048,1.3,0.013
2011-02-04,동작구,149,,0.019,0.048,1.1,0.012
2011-02-04,관악구,167,,0.015,0.048,1.3,0.011
2011-02-04,서초구,162,,0.014,0.043,1.2,0.012
2011-02-04,강남구,160,,0.007,0.056,0.9,0.012
2011-02-04,송파구,144,,0.015,0.043,1.4,0.01
2011-02-04,강동구,141,,0.013,0.037,1.2,0.013
2011-02-03,종로구,130,,0.006,0.054,1.3,0.014
2011-02-03,중구,129,,0.008,0.039,1.5,0.011
2011-02-03,용산구,135,,0.006,0.06,1.4,0.01
2011-02-03,성동구,132,,0.003,0.049,1.2,0.009
2011-02-03,광진구,129,,0.008,0.053,1.5,0.01
2011-02-03,동대문구,142,,0.007,0.068,2,0.014
2011-02-03,중랑구,139,,0.006,0.049,1.3,0.012
2011-02-03,성북구,115,,0.007,0.068,1.9,0.009
2011-02-03,강북구,109,,0.007,0.065,1.6,0.01
2011-02-03,도봉구,128,,0.009,0.06,1.6,0.01
2011-02-03,노원구,101,,0.007,0.068,1.6,0.011
2011-02-03,은평구,128,,0.008,0.054,1.1,0.01
2011-02-03,서대문구,148,,0.008,0.054,0.9,0.009
2011-02-03,마포구,148,,0.006,0.058,1.6,0.01
2011-02-03,양천구,131,,0.008,0.058,1.4,0.015
2011-02-03,강서구,136,,0.021,0.062,1.2,0.014
2011-02-03,구로구,133,,0.009,0.053,1.3,0.01
2011-02-03,금천구,113,,0.008,0.06,1.2,0.012
2011-02-03,영등포구,137,,0.009,0.058,1.4,0.011
2011-02-03,동작구,127,,0.012,0.058,1.1,0.01
2011-02-03,관악구,142,,0.01,0.057,1.4,0.009
2011-02-03,서초구,138,,0.007,0.054,1.4,0.01
2011-02-03,강남구,138,,0.005,0.06,1,0.011
2011-02-03,송파구,128,,0.009,0.053,1.9,0.011
2011-02-03,강동구,116,,0.006,0.046,1.4,0.012
2011-02-02,종로구,108,,0.005,0.057,1.2,0.018
2011-02-02,중구,101,,0.006,0.043,1.5,0.016
2011-02-02,용산구,106,,0.005,0.066,1.4,0.014
2011-02-02,성동구,104,,0.002,0.057,1.3,0.013
2011-02-02,광진구,101,,0.007,0.06,1.6,0.013
2011-02-02,동대문구,113,,0.006,0.077,2,0.017
2011-02-02,중랑구,108,,0.005,0.056,1.4,0.015
2011-02-02,성북구,90,,0.006,0.079,2,0.013
2011-02-02,강북구,90,,0.005,0.071,1.5,0.014
2011-02-02,도봉구,100,,0.009,0.064,1.5,0.013
2011-02-02,노원구,84,,0.006,0.075,1.6,0.014
2011-02-02,은평구,98,,0.007,0.06,1.2,0.014
2011-02-02,서대문구,116,,0.007,0.059,1,0.014
2011-02-02,마포구,118,,0.005,0.066,1.6,0.015
2011-02-02,양천구,105,,0.006,0.067,1.4,0.02
2011-02-02,강서구,110,,0.021,0.077,1.5,0.021
2011-02-02,구로구,109,,0.008,0.063,1.5,0.014
2011-02-02,금천구,90,,0.008,0.068,1.4,0.018
2011-02-02,영등포구,111,,0.006,0.068,1.5,0.017
2011-02-02,동작구,103,,0.009,0.068,1.3,0.014
2011-02-02,관악구,113,,0.007,0.068,1.6,0.014
2011-02-02,서초구,108,,0.006,0.062,1.4,0.014
2011-02-02,강남구,105,,0.005,0.071,1.1,0.016
2011-02-02,송파구,100,,0.006,0.061,1.8,0.014
2011-02-02,강동구,91,,0.006,0.053,1.4,0.015
2011-02-01,종로구,76,,0.004,0.054,1.1,0.012
2011-02-01,중구,65,,0.004,0.041,1.6,0.009
2011-02-01,용산구,68,,0.005,0.058,1.2,0.008
2011-02-01,성동구,65,,0.002,0.049,0.9,0.008
2011-02-01,광진구,66,,0.007,0.056,1.4,0.008
2011-02-01,동대문구,72,,0.005,0.067,1.7,0.01
2011-02-01,중랑구,71,,0.005,0.051,1.3,0.01
2011-02-01,성북구,59,,0.005,0.072,1.6,0.008
2011-02-01,강북구,63,,0.004,0.069,1.4,0.008
2011-02-01,도봉구,66,,0.005,0.064,1.4,0.008
2011-02-01,노원구,55,,0.004,0.071,1.4,0.008
2011-02-01,은평구,66,,0.006,0.06,1.1,0.009
2011-02-01,서대문구,79,,0.006,0.059,0.9,0.007
2011-02-01,마포구,75,,0.005,0.057,1.3,0.008
2011-02-01,양천구,68,,0.006,0.06,1.2,0.012
2011-02-01,강서구,67,,0.013,0.074,1.1,0.013
2011-02-01,구로구,72,,0.008,0.058,1.2,0.008
2011-02-01,금천구,59,,0.008,0.063,1.3,0.011
